0,716,606,0,0
10,718,602,0,0
20,717,600,0,0
30,714,599,0,0
40,718,599,0,0
50,717,601,0,0
60,715,601,0,0
70,717,603,0,0
80,717,605,0,0
90,715,609,0,0
100,717,611,0,0
110,717,614,0,0
120,715,617,0,0
130,716,619,0,0
140,717,620,0,0
150,715,619,0,0
160,717,617,0,0
170,717,614,0,0
180,715,612,0,0
190,717,608,0,0
200,718,609,0,0
210,715,607,0,0
220,717,608,0,0
230,717,608,0,0
240,715,609,0,0
250,717,608,0,0
260,718,610,0,0
270,716,610,0,0
280,717,611,0,0
290,718,612,0,0
300,716,616,0,0
310,718,615,0,0
320,718,618,0,0
330,716,617,0,0
340,718,617,0,0
350,718,616,0,0
360,716,615,0,0
370,718,613,0,0
380,719,612,0,0
390,716,611,0,0
400,718,610,0,0
410,719,609,0,0
420,717,609,0,0
430,719,609,0,0
440,719,610,0,0
450,716,610,0,0
460,719,610,0,0
470,719,612,0,0
480,716,612,0,0
490,719,612,0,0
500,719,613,0,0
510,716,615,0,0
520,719,615,0,0
530,719,616,0,0
540,716,618,0,0
550,719,620,0,0
560,719,621,0,0
570,717,623,0,0
580,719,625,0,0
590,720,626,0,0
600,717,627,0,0
610,719,628,0,0
620,719,628,0,0
630,716,628,0,0
640,718,630,0,0
650,719,631,0,0
660,717,632,0,0
670,719,634,0,0
680,719,635,0,0
690,717,640,0,0
700,719,644,0,0
710,719,648,0,0
720,717,656,0,0
730,719,661,0,0
740,719,665,0,0
750,717,669,0,0
760,720,670,0,0
770,719,671,0,0
780,717,671,0,0
790,719,672,0,0
800,719,672,0,0
810,717,671,0,0
820,719,672,0,0
830,719,671,0,0
840,716,671,0,0
850,718,670,0,0
860,717,669,0,0
870,715,668,0,0
880,717,668,0,0
890,716,667,0,0
900,714,665,0,0
910,715,662,0,0
920,714,660,0,0
930,712,656,0,0
940,713,653,0,0
950,712,652,0,0
960,710,653,0,0
970,711,655,0,0
980,710,658,0,0
990,707,661,0,0
1000,708,661,0,0
1010,707,661,0,0
1020,704,657,0,0
1030,704,654,0,0
1040,703,651,0,0
1050,701,647,0,0
1060,701,646,0,0
1070,700,648,0,0
1080,697,651,0,0
1090,698,654,0,0
1100,697,658,0,0
1110,694,665,0,0
1120,695,673,0,0
1130,693,682,0,0
1140,690,695,0,0
1150,691,704,0,0
1160,689,712,0,0
1170,685,717,0,0
1180,686,713,0,0
1190,685,709,0,0
1200,681,699,0,0
1210,683,690,0,0
1220,682,683,0,0
1230,678,675,0,0
1240,681,669,0,0
1250,680,667,0,0
1260,676,664,0,0
1270,679,664,0,0
1280,678,666,0,0
1290,675,665,0,0
1300,678,668,0,0
1310,677,677,0,0
1320,673,683,0,0
1330,676,686,0,0
1340,675,687,0,0
1350,670,687,0,0
1360,674,682,0,0
1370,673,680,0,0
1380,668,671,0,0
1390,672,662,0,0
1400,671,653,0,0
1410,666,641,0,0
1420,671,633,0,0
1430,670,624,0,0
1440,665,613,0,0
1450,670,605,0,0
1460,669,600,0,0
1470,664,590,0,0
1480,669,584,0,0
1490,669,583,0,0
1500,664,580,0,0
1510,669,577,0,0
1520,669,576,0,0
1530,664,577,0,0
1540,669,576,0,0
1550,669,577,0,0
1560,663,577,0,0
1570,668,579,0,0
1580,668,583,0,0
1590,661,592,0,0
1600,666,600,0,0
1610,665,607,0,0
1620,659,615,0,0
1630,663,615,0,0
1640,663,617,0,0
1650,656,614,0,0
1660,661,612,0,0
1670,660,611,0,0
1680,654,610,0,0
1690,658,610,0,0
1700,659,612,0,0
1710,651,613,0,0
1720,656,612,0,0
1730,656,612,0,0
1740,648,611,0,0
1750,652,611,0,0
1760,652,612,0,0
1770,643,614,0,0
1780,648,614,0,0
1790,647,615,0,0
1800,639,615,0,0
1810,644,619,0,0
1820,643,615,0,0
1830,633,612,0,0
1840,638,611,0,0
1850,638,612,0,0
1860,629,607,0,0
1870,635,606,0,0
1880,635,607,0,0
1890,626,604,0,0
1900,632,604,0,0
1910,631,603,0,0
1920,623,588,0,0
1930,629,586,0,0
1940,629,573,0,0
1950,621,572,0,0
1960,626,565,0,0
1970,628,568,0,0
1980,619,573,0,0
1990,624,578,0,0
2000,626,587,0,0
2010,618,597,0,0
2020,623,602,0,0
2030,623,608,0,0
2040,616,615,0,0
2050,620,621,0,0
2060,622,621,0,0
2070,615,622,0,0
2080,619,621,0,0
2090,621,621,0,0
2100,614,622,0,0
2110,619,624,0,0
2120,621,625,0,0
2130,615,625,0,0
2140,620,632,0,0
2150,622,628,0,0
2160,617,622,0,0
2170,621,617,0,0
2180,625,606,0,0
2190,619,595,0,0
2200,624,591,0,0
2210,627,587,0,0
2220,622,589,0,0
2230,626,591,0,0
2240,629,593,0,0
2250,625,594,0,0
2260,630,595,0,0
2270,631,595,0,0
2280,627,596,0,0
2290,630,598,0,0
2300,632,601,0,0
2310,628,606,0,0
2320,631,610,0,0
2330,632,614,0,0
2340,628,618,0,0
2350,629,623,0,0
2360,632,625,0,0
2370,628,627,0,0
2380,630,628,0,0
2390,632,628,0,0
2400,628,629,0,0
2410,631,630,0,0
2420,633,632,0,0
2430,630,633,0,0
2440,633,637,0,0
2450,636,633,0,0
2460,634,633,0,0
2470,637,633,0,0
2480,640,629,0,0
2490,639,627,0,0
2500,643,622,0,0
2510,647,623,0,0
2520,647,616,0,0
2530,652,616,0,0
2540,657,612,0,0
2550,657,607,0,0
2560,662,604,0,0
2570,666,604,0,0
2580,666,605,0,0
2590,668,605,0,0
2600,669,608,0,0
2610,665,615,0,0
2620,664,607,0,0
2630,663,627,0,0
2640,662,660,0,0
2650,666,679,0,0
2660,671,682,0,0
2670,673,668,0,0
2680,679,660,0,0
2690,684,651,0,0
2700,685,635,0,0
2710,688,629,0,0
2720,690,618,0,0
2730,690,612,0,0
2740,691,613,0,0
2750,692,618,0,0
2760,691,623,0,0
2770,691,625,0,0
2780,691,625,0,0
2790,689,625,0,0
2800,687,626,0,0
2810,686,627,0,0
2820,684,629,0,0
2830,682,634,0,0
2840,679,643,0,0
2850,676,647,0,0
2860,672,651,0,0
2870,668,655,0,0
2880,664,659,0,0
2890,658,658,0,0
2900,653,658,0,0
2910,648,660,0,0
2920,644,661,0,0
2930,640,659,0,0
2940,636,643,0,0
2950,634,637,0,0
2960,632,623,0,0
2970,629,627,0,0
2980,633,628,0,0
2990,639,637,0,0
3000,643,623,0,0
3010,645,617,0,0
3020,645,619,0,0
3030,644,624,0,0
3040,643,617,0,0
3050,644,613,0,0
3060,645,610,0,0
3070,646,607,0,0
3080,647,605,0,0
3090,647,603,0,0
3100,646,605,0,0
3110,646,606,0,0
3120,645,608,0,0
3130,644,608,0,0
3140,644,609,0,0
3150,643,612,0,0
3160,643,612,0,0
3170,643,613,0,0
3180,643,612,0,0
3190,643,611,0,0
3200,643,614,0,0
3210,642,618,0,0
3220,641,623,0,0
3230,641,627,0,0
3240,642,625,0,0
3250,642,624,0,0
3260,643,622,0,0
3270,643,623,0,0
3280,642,622,0,0
3290,642,619,0,0
3300,641,620,0,0
3310,640,621,0,0
3320,640,618,0,0
3330,640,618,0,0
3340,641,616,0,0
3350,642,616,0,0
3360,642,615,0,0
3370,642,613,0,0
3380,642,612,0,0
3390,641,611,0,0
3400,640,610,0,0
3410,641,609,0,0
3420,641,610,0,0
3430,640,610,0,0
3440,641,609,0,0
3450,640,610,0,0
3460,640,611,0,0
3470,641,611,0,0
3480,640,612,0,0
3490,639,613,0,0
3500,640,614,0,0
3510,639,614,0,0
3520,639,614,0,0
3530,640,615,0,0
3540,639,615,0,0
3550,639,614,0,0
3560,640,614,0,0
