0,717,615,0,0
4,722,615,0,0
8,715,616,0,0
12,722,616,0,0
16,719,617,0,0
20,716,616,0,-1
24,721,616,0,-1
28,715,615,1,-1
32,718,615,1,-1
36,715,615,1,-1
40,717,613,2,-1
44,723,615,2,-1
48,716,613,3,-1
52,719,613,3,-2
56,721,613,4,-2
60,717,611,4,-2
64,723,611,5,-1
68,716,613,5,-1
72,723,612,6,-1
76,718,611,6,-1
80,716,611,7,-1
84,722,610,7,0
88,715,610,8,0
92,717,611,9,0
96,715,611,9,1
100,716,611,10,1
104,722,613,11,2
108,715,611,12,3
112,718,611,12,3
116,721,613,13,4
120,717,612,14,5
124,723,612,15,6
128,715,612,16,7
132,721,611,17,8
136,717,610,19,8
140,715,611,20,10
144,721,612,21,11
148,713,611,23,12
152,717,614,24,13
156,715,617,25,14
160,716,614,27,15
164,722,609,28,17
168,715,611,30,18
172,718,616,31,20
176,720,615,33,21
180,717,614,35184,722,614,37,188,714,61192,721,616,196,716200,714204,720,618,45,32
208,713,619,47,34
212,716,619,49,36
21220224,721,6228,714,618,56,43
232,718,620,58,45
236,7240,244,72248,7252,72256,260,714,616,72,59
264,720,616,7268,713,272,71276,71280,715,615,83,69
284,721,613,85,71
288,714,615,87292,718,618,89,75
296,719,609300,304,722,613,95,82
308,713,611,97,84312,721,608,100,86
316,716,612,1320,714,621,104,90
324,719,6328,713,608,332,715,616336,713,619,113,99
340,715,617,115,10344,721,620,118,104
348,714,620,120,106
352356,719,617,124,360,716,621,127,113
364,722,621,129,115
368,713,620,131,117
372,721,623,133,120
376,716,622,136,122
380,714384,719,620,141,127
388,712,622,143,129
392,715,61396,713,620,148,134
400,714,623,150,136
404,7408,713,61412,717,623,157,143
416,718,620,159,145
420,714,618,162,148
424,720,622,164,150
428,712,622,167,153
432,720,619,169,155
436,714,623,171,158
440,712,623,174,160
444,718,620,176,162
448,711,621,179,165
452,714,624,181,167
456,711,620,184,170
460,712,620,186,172
464,719,625,188,174
468,711,619,191,177
472,715,617,193,179
476,717,624,195,182
480,715,620,198,184
484,720,6488,711,620,203,189
492,719,61496,713,615,208500,711,621,210,196
504,717,616,213,199
508,710,614,2512,713,619,218,204
516,709,613,220,206
520,712,611,223,209
524,719,619,225,211
528,711,616,532,714,613,230,216
536,716,615,233,219
540,713,612,235,221544,719,609,237,548,710,614,240,226
552,718,610,242,229
556,712,608,245,231
560,710,614,247,234
564,716,610,250,236
568,708,606,252,238
